0,1,2,3,4,5,6,7,y
2,1,1748,246,166,4237901,69,15828,1
3,5,2806,109,463,871670,8,1398,0
2,5,1548,270,68,4631239,14,14691,0
1,5,3485,295,354,1353471,3,10045,0
1,3,3325,112,258,4282282,24,2301,1
2,5,2309,72,201,3426565,13,11142,2
3,1,1694,184,33,3315497,43,7340,0
3,3,325,291,482,2454820,29,9835,1
0,1,3194,235,409,1881414,72,8068,2
3,5,1752,16,445,239078,51,6640,0
2,3,1845,136,89,3386868,42,15098,0
1,1,292,101,143,3814209,31,7708,1
0,5,3908,199,430,2886201,63,482,2
0,1,3223,62,222,44016,26,5793,2
1,1,3084,251,397,2542040,18,5297,1
3,1,2782,141,491,1335996,82,7765,1
1,5,220,121,357,3481112,57,3867,0
3,5,702,16,175,2990876,7,13159,0
1,1,1982,239,434,1236383,48,1120,1
2,3,2285,165,357,3688975,80,4650,1
3,3,3562,206,346,3699538,60,8356,1
2,5,1159,232,407,27567,33,9681,2
0,5,1549,259,80,3600467,3,10032,2
1,5,2149,92,223,1112284,4,1044,0
0,5,2208,249,444,2224358,4,4368,2
0,5,2022,272,74,4742152,42,4781,2
0,3,2974,198,230,3796788,9,6118,2
0,5,3975,299,317,462365,51,7720,2
1,1,1116,67,488,2334261,17,4817,1
0,1,2308,18,295,2594103,17,1007,2
1,3,2085,124,194,2189409,97,13270,1
1,1,3321,219,216,529742,20,8337,1
2,3,3931,50,475,4432449,14,2204,1
3,3,907,182,108,23873,22,681,1
3,1,3873,243,251,1325447,52,11926,1
1,5,2724,290,167,4788662,27,9943,0
2,1,1099,87,107,4423801,43,6095,1
1,1,348,117,51,4836805,3,747,0
1,3,3198,290,148,706339,88,81,1
1,1,973,48,292,1234548,94,15902,1
2,3,186,128,417,4779391,8,6259,1
3,5,1093,36,236,2718569,86,13540,0
2,5,2537,113,432,3561274,89,4924,2
0,5,260,83,81,1713238,10,5612,2
2,1,2849,200,252,2045523,29,13253,1
2,3,1624,156,27,4564736,40,8790,0
2,5,2532,264,86,244761,65,2298,0
2,3,829,293,54,991221,21,10135,0
3,3,1280,222,481,4438125,24,6242,1
0,5,2536,132,380,3698235,73,11076,2
3,5,1852,215,352,436485,60,15336,0
3,3,2763,249,149,1689120,26,9945,1
2,5,1115,295,186,3356455,9,6456,2
1,3,460,31,231,1974744,20,1206,1
1,3,3644,268,424,4355657,56,14368,1
3,5,2903,114,101,1831927,99,14171,0
3,1,2707,267,31,2523189,36,8585,0
2,5,476,213,181,943151,36,5345,2
3,1,3396,271,101,477015,73,12314,1
2,3,1521,116,201,877611,22,11704,1
1,3,2999,260,86,338088,1,6204,0
1,1,991,230,290,3428495,69,2298,1
0,3,1957,231,373,4071936,73,9186,1
1,1,791,267,188,356970,37,13263,1
3,1,1442,210,247,4409421,83,12122,1
1,3,1293,267,144,1787741,72,10292,1
2,1,1650,234,374,3257101,96,3335,1
1,5,3988,211,399,1973645,13,11097,0
0,5,1305,235,289,4152235,84,9572,2
1,3,377,245,28,4445279,43,2053,0
2,3,1516,192,92,4000634,37,3665,0
2,1,2149,209,237,2716366,94,14945,1
3,1,2016,255,380,438538,74,15736,1
1,1,425,120,274,2225615,95,10029,1
2,1,312,15,121,1151112,25,10488,1
0,5,316,245,260,807560,93,14277,2
3,5,2456,136,173,1301557,88,3722,0
0,3,3438,113,367,3477873,21,14494,2
1,1,3445,246,177,787872,41,7508,1
1,1,1994,164,230,2028035,73,2205,1
1,3,3787,266,417,4375989,42,3529,1
3,1,1943,244,313,1697355,42,14937,1
2,1,1951,298,200,3644003,2,11262,1
3,1,2749,49,334,761416,68,101,1
0,1,3684,297,446,1049581,8,2209,2
3,1,1702,206,447,1530451,96,4440,1
0,3,1494,282,179,803914,61,3701,1
3,1,95,273,384,2852341,14,7406,1
2,3,3942,66,54,1252521,77,12157,0
0,1,649,107,390,3498859,21,2162,1
1,5,769,146,483,2320474,24,10863,0
1,5,1962,96,23,3421929,50,12802,0
3,5,1342,251,240,4263911,82,14643,0
1,5,650,208,166,1339223,45,5815,0
0,3,430,93,143,3563709,64,15389,1
1,3,167,251,400,3247824,64,12971,1
2,1,3687,290,46,3135122,26,1404,0
2,5,2213,261,62,3717628,32,5670,0
3,3,3751,199,27,3408266,57,3804,0
0,1,309,161,480,4279639,53,259,1
2,1,1148,287,47,618300,33,6282,0
2,3,1553,148,196,4277052,52,7896,1
0,5,2402,185,394,4073660,95,6221,2
1,1,2104,17,205,4882083,18,287,1
1,5,415,244,252,3211923,35,8577,0
3,5,1707,172,309,2827207,12,14448,0
1,5,2620,58,312,4496590,51,12080,0
0,1,3469,47,44,2883760,89,8125,2
2,5,1511,145,224,3218268,95,1626,2
1,1,2074,228,228,1894959,10,8741,1
3,5,3336,43,325,1826779,52,9806,0
1,1,2526,88,99,4330266,34,9032,0
0,5,840,245,317,2950271,67,3590,2
3,3,3619,282,261,2144781,39,14977,1
1,5,3661,170,17,2790879,8,11364,0
3,5,796,184,265,4142042,96,9377,0
0,1,2464,230,372,1520546,29,12186,2
2,1,362,18,217,2056408,22,10590,1
0,5,587,298,434,1380233,84,7307,2
0,3,970,122,140,3753778,70,12566,1
0,3,1127,214,233,3306822,61,199,1
0,1,3662,195,206,3204669,43,14116,2
2,3,1540,206,477,4102162,49,15547,1
2,5,2962,275,151,3452345,29,11448,2
3,1,3285,271,261,4191247,81,11770,1
1,5,2879,257,105,3216534,31,1674,0
2,1,2431,124,35,1718222,53,7711,0
2,1,3668,130,120,201211,34,2624,1
1,1,847,150,463,4831668,38,4478,1
2,1,397,74,132,4251220,57,7579,1
0,3,322,285,195,673960,4,4319,1
0,5,3060,248,493,1455915,2,7819,2
1,5,769,19,177,2096383,12,11526,0
3,5,1823,242,60,791243,35,13704,0
3,1,3535,204,388,4750868,70,2158,1
1,3,2597,21,14,2283369,72,3997,0
1,5,3214,186,86,868481,21,7949,0
0,3,734,186,169,4397054,61,13422,1
3,1,2176,226,217,1269430,35,4964,1
2,5,671,20,266,747403,48,14039,2
0,3,2089,127,214,3042370,15,6717,2
1,1,3338,173,264,4906349,71,2313,1
3,3,996,48,447,4128269,15,9854,1
2,5,2455,62,20,832284,6,3865,0
2,5,2715,227,446,2603021,81,12961,2
0,1,556,215,17,1752772,68,627,1
3,1,1632,65,418,2718370,22,15079,1
3,1,3302,127,433,3293202,32,472,1
1,3,2673,262,41,262745,22,2813,0
3,3,3367,295,481,1747659,27,15832,1
3,3,293,277,37,3329122,15,13732,0
0,1,555,189,215,3848852,44,1279,1
3,5,471,244,396,4941952,86,15695,0
2,5,3441,205,237,1855413,92,3226,2
0,3,3208,89,137,4460895,9,8995,2
0,3,2314,144,264,185215,34,13084,2
1,5,3611,31,484,3157390,73,737,0
3,5,3640,234,221,3729298,15,772,0
1,3,3399,67,248,2913166,62,13904,1
2,3,1922,102,216,2081444,45,796,1
0,5,3843,201,327,1641335,84,4387,2
0,1,3106,112,292,1681442,72,15900,2
0,3,1242,16,254,861513,58,2762,1
2,5,379,137,54,4429935,92,757,0
2,5,699,64,114,1060288,19,15907,2
1,5,1514,240,357,4391741,16,8676,0
1,5,440,71,290,1661049,75,13118,0
1,1,1569,249,243,2460147,8,533,1
3,5,430,99,198,3683226,33,11760,0
0,3,3427,241,53,4232276,74,14769,2
0,1,791,242,234,2394432,18,1583,1
1,5,2060,161,439,4632817,35,219,0
0,1,869,154,151,2900529,43,1070,1
1,3,722,139,145,751561,50,7143,1
3,5,2610,150,185,1382173,3,13206,0
3,3,1821,102,151,3028880,91,6516,1
2,5,3046,123,458,1052628,59,897,2
3,5,1261,293,89,2387568,28,13835,0
1,5,979,152,91,3450022,46,15641,0
3,5,1589,232,144,4946868,64,8937,0
2,5,962,241,216,149388,70,14744,2
0,1,693,42,353,4127564,47,3396,1
1,5,476,285,186,2927759,14,4063,0
0,5,551,179,392,3102954,7,8128,2
2,1,779,149,252,3163103,74,81,0
2,1,1333,210,64,550998,79,8418,0
2,1,3634,32,150,4974216,31,11206,1
0,1,2168,233,466,2578697,93,10354,2
0,1,2575,279,449,2125749,81,7927,2
0,1,3299,162,65,432613,51,6220,2
0,5,506,94,24,3048725,29,7880,2
2,5,2286,118,194,4314272,15,12128,2
2,3,340,40,323,4398874,90,9744,1
1,5,3641,238,428,3578141,76,2365,0
1,5,3886,249,97,817473,25,10886,0
0,1,969,150,106,2445661,61,15397,1
3,1,2389,165,153,2936570,41,115,1
3,5,2019,108,17,3958530,69,12470,0
2,3,805,56,486,1431264,4,1978,1
2,1,1708,76,224,1636846,57,5061,1
2,5,1884,71,182,2730974,31,7583,2
1,5,1356,118,232,2787986,3,6275,0
1,3,1617,176,49,1336364,67,14254,0
2,3,1919,46,191,2660933,90,14192,1
2,1,426,128,279,4541272,50,15367,1
2,3,3779,95,196,4710226,17,5497,1
3,5,1229,61,254,922463,60,15507,0
1,5,557,100,487,834721,74,634,0
3,3,1486,298,318,433331,66,6520,1
3,3,2625,213,240,2864657,88,6735,1
2,3,3476,247,392,1727476,75,5294,1
2,3,608,164,164,2324729,24,14595,1
0,1,3884,249,184,1650961,99,8204,2
0,3,3308,145,345,810010,87,8001,2
3,1,3152,73,124,4710075,32,1798,1
1,5,2357,132,399,2282103,87,14518,0
2,3,470,263,320,4336972,98,7720,1
2,1,1602,123,490,3600613,19,2254,1
3,3,3672,29,309,4608450,66,11872,1
0,5,353,25,27,2277174,60,1942,2
1,5,991,154,281,4641353,66,7068,0
0,5,3160,217,21,1172116,15,10671,2
0,3,3610,28,413,2860453,85,3143,2
0,3,3765,175,310,621656,35,1023,2
0,1,2639,47,201,1619755,69,4074,2
2,5,3791,190,241,4110042,27,10884,2
2,3,1351,114,452,3623456,88,9684,1
0,5,3324,109,102,2464208,7,6665,2
1,5,1139,99,487,4005168,6,4379,0
3,1,2205,88,227,396991,33,6765,1
1,1,2365,82,287,1982908,58,1527,1
1,1,2319,185,362,3665877,49,5739,1
1,1,1877,105,496,4999710,17,9012,1
0,5,1603,112,312,3824476,42,7379,2
2,1,3211,233,38,605879,94,6494,0
1,1,742,15,479,3399718,72,8547,1
0,1,304,131,310,281759,40,51,1
1,1,1528,245,86,2120990,46,8512,0
1,5,2350,125,18,4797592,71,12758,0
0,1,306,172,33,3461670,70,11456,1
2,5,2480,235,24,4661296,68,6893,0
2,3,491,239,173,4134710,1,9105,1
3,5,1931,191,22,1986702,79,6022,0
0,5,2696,258,356,145608,95,15345,2
3,1,1163,219,181,137772,89,15379,1
3,3,3870,153,366,4889503,97,7953,1
3,3,2487,105,336,4991984,52,5155,1
2,3,631,253,209,3688193,35,15264,1
0,3,3165,95,494,4239119,69,10981,2
3,5,1785,193,498,2203149,5,7752,0
0,3,3785,130,471,2709682,17,2964,2
0,5,2695,101,387,2808615,53,5206,2
2,5,68,79,85,2019333,52,8348,0
3,5,1174,142,173,2465209,14,15706,0
3,3,2704,288,381,2245482,29,14186,1
0,1,3887,146,70,628901,8,3218,2
1,1,1430,196,497,2982899,98,14666,1
2,3,1615,230,474,1589253,1,13471,1
2,1,3882,55,433,684045,29,12886,1
2,1,2130,287,254,1502012,36,2649,1
2,5,2043,201,486,4217101,51,5766,2
3,5,3350,17,391,4956247,37,14175,0
3,3,1597,285,164,3371725,93,2285,1
1,3,3751,188,266,457123,69,2849,1
2,1,911,48,253,2383992,53,7063,1
2,5,204,187,171,2040282,96,9753,2
0,3,3544,171,77,2527353,52,5523,2
3,3,954,113,353,662944,88,68,1
2,3,1319,170,286,1402718,83,908,1
1,3,454,296,170,2256268,12,9658,1
1,3,893,132,400,4976931,52,5430,1
3,3,1832,63,458,4462733,1,3082,1
1,1,1614,43,498,4651635,7,4555,1
1,5,1234,251,268,4989106,17,9668,0
3,5,796,122,316,18903,98,5839,0
2,3,1775,32,344,4031064,43,2581,1
2,5,3238,55,104,2465456,71,7521,2
1,5,320,144,447,4623720,17,4769,0
1,5,819,127,473,1662241,59,12993,0
2,3,1765,198,467,2504934,3,4913,1
3,3,1560,140,255,370556,29,4088,1
1,5,221,221,230,838654,22,12355,0
0,5,323,122,132,1930096,38,10473,2
3,3,2356,53,196,1402170,54,2502,1
1,1,1208,137,271,4639188,93,2896,1
1,5,1756,167,422,4828958,50,8114,0
0,1,3843,282,282,2686293,69,11444,2
0,5,1821,54,382,1458750,30,6672,2
2,1,471,117,69,4609474,23,10058,0
3,1,1494,228,415,3377483,85,10022,1
3,1,1259,186,417,534963,90,12345,1
2,3,2461,237,134,4489109,47,8946,1
3,1,3728,200,346,3735305,21,9583,1
3,1,2475,169,350,2115336,20,3512,1
3,1,3644,276,60,2553671,23,11832,0
3,5,629,199,187,2305689,68,1209,0
3,1,940,184,148,2889851,21,4676,1
0,5,771,299,449,4379023,21,7106,2
3,1,3317,154,336,3995974,1,3772,1
0,1,930,241,179,2437901,15,11680,1
3,3,1171,213,48,4869136,17,3610,0
2,5,2702,222,78,151408,51,15074,0
1,1,2057,49,245,2961776,63,11324,1
0,5,2119,284,57,4157094,14,6167,2
3,5,1523,91,390,2051126,59,14938,0
2,3,3293,190,66,3384167,83,6639,0
1,3,432,92,286,1956599,50,15523,1
0,3,2231,271,347,4729257,34,9957,2
1,3,1499,281,108,3723490,6,6899,1
2,3,3146,209,413,2516553,49,2293,1
0,3,2600,249,24,3222639,6,8227,2
1,3,3306,189,334,1142219,69,15245,1
3,3,3206,180,470,260383,7,1810,1
0,1,1640,186,188,2461461,97,5492,1
1,5,1836,246,341,177682,77,12249,0
2,3,193,147,71,2017987,51,10038,0
2,3,1936,138,128,2910419,1,7729,1
0,5,1752,58,478,1800215,13,2725,2
1,1,1485,173,46,97453,43,7174,0
0,5,273,286,143,579078,27,5831,2
0,5,269,125,464,2436142,71,15015,2
1,3,228,33,35,409449,3,3286,0
1,5,1704,34,499,4732792,58,15661,0
3,5,482,136,17,577563,89,5948,0
1,3,314,243,466,2054164,97,8285,1
2,3,1003,218,484,2567436,17,15879,1
0,3,478,102,13,3823379,45,8730,1
0,3,3783,103,30,3451320,78,4326,2
2,5,2513,234,424,3046236,58,11390,2
1,5,3574,289,158,4811277,56,14759,0
2,1,2824,20,497,1464138,54,4773,1
2,1,2294,21,34,3776470,87,9198,0
3,5,1627,44,496,3672782,88,10356,0
2,1,3174,237,152,2553387,29,5694,1
0,5,529,229,254,3637402,54,1165,2
2,1,3564,150,428,4041098,27,1831,1
0,3,1403,32,442,4060833,45,11068,1
0,1,3372,92,52,494496,87,8892,2
0,3,3928,238,434,1520493,31,1926,2
1,3,939,89,302,1269748,36,5413,1
3,3,3904,299,194,4165026,81,8582,1
0,3,974,168,51,3172029,61,11192,1
0,1,2220,137,440,3715779,37,14146,2
1,5,1952,199,101,1201413,67,3425,0
0,3,1460,40,326,832219,36,10687,1
2,1,1412,24,407,1956683,5,2800,1
2,3,827,84,333,276001,46,15857,1
3,1,2445,43,62,1465236,79,10386,0
0,1,78,205,93,4930405,52,9596,1
1,1,3072,38,43,4725044,49,3326,0
2,5,84,203,85,4306457,6,498,0
1,1,3639,25,362,3084873,10,5587,1
1,1,1469,86,417,1330020,96,4222,1
2,5,2720,90,413,401717,23,13233,2
1,5,3415,133,206,3148573,17,12886,0
2,1,638,28,495,1168918,84,9039,1
1,5,3470,111,295,762654,44,3546,0
2,3,3268,86,97,997270,41,13790,0
0,3,3188,238,244,2347002,15,13846,2
3,5,953,212,241,3394416,44,13152,0
2,5,2617,70,16,2656844,58,15407,0
2,1,2219,35,301,1596428,86,2232,1
3,5,389,80,47,3768914,50,15039,0
2,1,224,112,473,975939,52,15663,1
2,3,1973,166,61,3105952,70,13921,0
1,5,1764,203,152,4635995,68,3376,0
3,1,646,284,439,3929408,63,8887,1
0,1,500,195,416,940203,58,14163,1
2,3,606,122,405,2731061,23,769,1
3,5,1209,174,230,1753153,44,1572,0
1,3,3976,70,437,3275199,83,6806,1
0,1,3137,101,249,1857719,95,6677,2
3,1,1406,295,152,1457851,44,1119,1
0,5,3316,162,358,1837294,52,5612,2
0,1,3617,234,372,2730744,67,7799,2
0,5,2106,136,391,1154535,28,12985,2
2,3,3949,202,58,3828573,67,4937,0
2,5,2431,124,286,1933811,78,4724,2
1,5,3454,271,280,4249887,18,11317,0
1,1,1066,27,23,1697941,27,12049,0
3,1,2424,19,307,445846,51,14386,1
1,5,2112,101,473,1160935,60,11603,0
0,1,888,148,24,3698102,74,2206,1
0,1,1687,61,243,4867148,49,7994,1
2,1,275,204,72,4823724,15,15984,0
0,5,3546,215,205,3662057,83,12797,2
3,1,1863,296,36,3205991,73,10555,0
0,5,3529,102,480,1956163,68,13499,2
0,1,2210,154,102,1110240,15,11747,2
3,3,2070,95,114,2516048,51,4189,1
1,1,1501,162,318,1984157,48,15271,1
1,1,2098,11,61,2005254,72,5679,0
3,5,2363,269,328,3485840,1,7137,0
2,5,1564,173,466,4067723,7,5128,2
0,1,1281,15,190,2922984,53,6455,1
3,3,1695,158,66,2527919,31,6921,0
0,1,1785,214,129,1864096,18,682,1
2,1,3049,127,317,9981,12,2249,1
0,3,3490,98,372,3560976,48,14598,2
3,5,355,163,52,108154,30,11305,0
0,1,2109,176,144,1729177,97,5403,2
1,5,3466,170,382,4901769,7,2960,0
2,5,3586,279,435,4155534,92,672,2
2,3,1773,65,269,3338850,3,6123,1
2,3,1739,237,206,1053233,63,410,0
3,5,1567,158,142,2905814,6,10609,0
2,1,1441,55,468,937184,95,6415,1
1,5,3967,153,264,3360494,15,8451,0
3,1,3034,247,498,2707171,71,11709,1
1,1,469,281,229,1740886,43,9172,1
0,3,2986,129,345,4142747,94,13944,2
0,1,3912,229,50,4858531,91,12826,2
0,1,2268,17,487,2047771,81,3993,2
0,5,183,284,397,3444737,18,12938,2
1,3,2080,75,264,723300,22,4919,1
3,1,3062,88,11,1569473,61,8178,0
3,1,1500,95,204,2136021,61,927,1
2,3,3146,133,251,4693489,53,13825,1
1,5,1603,211,158,3247797,26,4845,0
0,3,3311,159,207,4443881,91,7841,2
1,3,1214,55,308,4523700,40,10741,1
2,1,3676,122,254,3488258,88,14798,1
2,1,1919,100,347,2216880,8,14295,1
1,5,1869,150,117,4719150,21,2573,0
1,1,2755,298,462,4937951,93,12593,1
1,1,3436,227,402,3611566,43,13511,1
3,3,3565,86,221,2940119,21,6320,1
0,1,1392,161,165,2353712,3,8633,1
1,5,1514,248,35,769026,31,12144,0
1,3,3213,124,91,4927423,27,6673,0
1,5,2276,103,92,396462,27,5138,0
2,3,1129,57,140,1331730,73,7614,1
2,1,1228,200,338,2225103,57,7116,1
3,3,1745,21,109,1380078,97,6595,1
0,3,160,165,265,149306,33,2371,1
3,1,2234,181,488,883622,90,13182,1
0,1,2329,186,58,3786811,92,8199,2
2,5,3089,66,410,4637971,44,8175,2
2,5,517,212,72,3007374,43,12223,0
2,1,2829,194,320,523886,31,8380,1
3,1,2578,130,416,600493,65,8344,1
1,1,3189,235,299,2073551,84,13603,1
1,3,863,211,114,3460824,76,13478,1
2,3,1322,225,114,2134871,17,5383,1
1,3,1043,52,334,4177213,15,8725,1
1,1,2081,32,24,4244041,34,14914,0
3,5,372,164,184,3599397,80,7908,0
0,1,3019,195,268,3841624,4,4369,2
2,3,953,258,220,4376980,72,5439,1
2,3,1591,246,421,4787431,98,12315,1
3,1,2049,143,268,3448797,89,1898,1
3,1,1865,31,111,88745,79,10126,1
1,3,3553,97,269,127298,28,3255,1
2,3,3608,162,353,2402583,73,2211,1
0,3,2703,134,168,3778268,2,1514,2
3,1,2526,88,54,4892447,17,693,0
0,3,3390,60,452,4566771,58,15036,2
0,3,3830,225,310,1788702,74,11678,2
2,5,3658,185,260,3586435,9,5401,2
2,1,197,262,340,2318165,31,4603,1
3,5,1191,255,174,800235,66,6568,0
2,5,899,236,202,3327425,88,5773,2
2,3,416,115,18,3789835,62,7996,0
2,1,2947,202,410,4209002,19,660,1
0,3,1139,45,383,16376,81,4352,1
3,1,2088,213,74,2373413,74,1593,0
1,5,2910,276,396,2334743,55,11781,0
0,1,3491,277,291,3195514,28,1516,2
2,3,224,179,190,638293,92,9158,1
0,3,1904,48,424,4167817,50,14706,1
2,3,637,148,291,329624,65,6286,1
2,1,544,61,288,688055,3,13769,1
0,5,3070,296,39,4065743,79,1231,2
3,5,1187,298,275,1422742,52,15257,0
2,1,3232,150,337,1465294,10,2196,1
3,3,1834,155,226,444226,21,2322,1
1,5,3560,193,329,3105997,37,9093,0
2,3,3836,161,415,1516697,15,4586,1
3,1,1220,210,408,1674783,87,769,1
3,3,84,137,388,1919541,78,4730,1
1,5,1048,296,114,4132608,79,10256,0
3,5,1382,262,193,473803,74,3522,0
3,3,2635,275,339,1535851,9,3692,1
1,1,2847,197,157,2308022,44,12112,1
2,3,1087,239,114,594695,39,113,0
3,1,423,280,56,1647673,5,13105,0
3,3,2654,268,96,4474677,25,609,0
3,5,1501,207,318,4091617,56,7496,0
0,1,1801,65,446,2664616,90,1783,1
1,1,2330,212,138,4814417,64,8911,1
0,1,754,280,267,3244283,72,3944,1
1,5,612,118,323,4722737,86,1592,0
2,3,3036,125,156,1146865,52,9513,1
2,5,2984,101,455,1712738,89,2465,2
3,1,2823,147,471,421129,76,11033,1
1,3,3784,66,81,3803010,9,12955,0
2,5,3561,59,495,2825743,10,15391,2
1,1,3623,80,149,4347048,10,6140,1
2,1,3396,91,419,1881352,73,5267,1
0,5,1923,114,36,413230,62,5437,2
2,5,2173,97,38,3744368,90,5229,0
0,5,488,11,280,3449196,99,8237,2
2,1,3853,93,183,1557321,91,6693,1
3,5,1933,52,262,2978659,60,15717,0
0,1,2029,163,394,3373438,95,7710,2
2,5,748,103,69,4889362,19,11296,0
3,1,1362,142,116,3956544,38,2508,1
0,1,3012,74,229,4723104,6,11307,2
3,3,1613,299,450,4070298,15,9405,1
1,5,2988,266,268,3270503,93,6078,0
1,5,741,222,380,79743,47,5497,0
0,1,2350,157,155,348786,45,4609,2
2,1,3247,70,61,2489883,5,2799,0
0,1,1250,158,69,605146,78,13998,1
3,3,3158,97,43,2026321,53,1998,0
2,3,2507,287,105,729927,66,6356,1
1,1,1684,91,486,4314399,62,8301,1
2,5,1683,138,98,1609412,23,8142,0
1,5,176,295,325,952399,44,11344,0
2,3,1556,289,419,3776685,52,8574,1
2,3,1241,279,240,867603,46,12413,1
2,1,2689,212,465,2405710,19,14116,1
3,5,343,33,284,3744087,88,14702,0
3,1,3966,217,255,2846653,84,15826,1
0,3,3759,289,120,3113959,47,239,2
0,5,1416,214,243,4461745,91,11802,2
1,5,1069,161,287,4829105,52,6058,0
3,3,2407,35,486,4061828,24,7532,1
1,1,2759,203,426,2234232,17,345,1
0,1,2625,247,175,218885,89,10790,2
1,5,2637,84,137,4343196,46,8418,0
0,3,468,172,246,465764,64,8218,1
3,5,493,38,300,2251477,95,849,0
2,3,734,174,116,2520570,28,9047,1
3,1,3679,195,137,592444,50,7053,1
1,3,2937,63,204,3913976,64,9984,1
1,1,2333,51,348,2093461,28,8456,1
3,3,1512,294,403,4255567,86,10121,1
3,5,2311,147,484,4052156,56,2750,0
0,1,134,196,152,1168208,59,8838,1
1,5,2891,213,404,1323924,5,9959,0
1,5,1817,51,120,1061528,54,9597,0
3,1,134,297,99,1569402,44,12465,0
2,1,1994,35,260,3230051,42,9534,1
1,5,3610,65,289,1771020,72,10840,0
2,5,2162,262,342,143712,92,13896,2
3,5,1719,131,233,4483885,57,5923,0
3,5,712,115,110,128129,47,11679,0
0,1,676,139,141,875113,76,4764,1
1,1,113,167,22,4500829,25,6541,0
2,5,3464,240,466,444172,44,8383,2
0,3,3036,100,450,993030,15,11458,2
1,3,3996,31,107,4731059,51,2889,1
0,1,968,299,129,321098,53,12582,1
3,5,1425,119,302,4481349,34,3563,0
1,5,1231,58,313,2023063,77,10992,0
0,1,1662,138,208,758902,8,13651,1
0,3,540,82,10,3740919,77,9956,1
2,3,3779,62,69,367099,70,1185,0
0,3,1928,177,259,4739347,96,6407,1
1,1,3584,54,149,257094,21,11963,1
1,3,3346,114,158,1932327,7,10151,1
2,1,1990,159,404,4137578,90,2297,1
1,1,362,155,53,4894704,79,6598,0
3,5,2712,213,380,4550417,56,4566,0
1,3,968,176,195,4305979,49,4152,1
1,1,1932,210,117,4289570,42,1598,1
0,3,862,143,53,2957181,23,10881,1
0,3,3037,220,87,4491812,52,14671,2
1,5,1539,57,235,4185900,79,13008,0
2,3,3209,135,171,1017487,53,6582,1
0,5,1376,248,290,3729489,16,4561,2
2,1,729,16,262,4436776,96,2881,1
1,3,484,281,141,1221925,37,9248,1
1,1,731,46,457,2054301,18,14074,1
3,3,1208,220,381,4495950,20,11463,1
0,1,1123,174,384,4210979,46,3112,1
1,3,1505,134,483,1127805,2,12765,1
3,3,2437,201,153,2805660,87,8025,1
0,3,2444,227,275,1269895,94,3102,2
1,3,2743,223,118,1679575,63,15702,1
1,3,1420,71,203,4026481,3,12671,1
0,3,698,170,44,2911049,46,10561,1
0,3,294,75,476,1104371,49,7260,1
0,3,2206,295,399,735543,1,3589,2
1,3,3946,248,284,4299149,22,10608,1
1,1,3920,29,196,1361706,93,15901,1
3,5,2630,197,446,961705,14,576,0
2,3,3211,91,252,3988338,92,2857,1
0,5,345,211,273,3925248,85,9437,2
1,3,2209,141,471,3400458,45,1803,1
1,3,3934,46,19,1253002,96,9914,0
0,1,1662,141,460,3020684,6,14706,1
2,1,3298,86,175,2327485,65,6932,1
0,5,2440,98,38,2971207,21,15453,2
2,1,3781,262,280,4568522,4,13893,1
1,1,2198,203,96,4672212,3,10270,0
2,5,3879,185,32,2269103,30,1704,0
3,1,2726,42,219,249595,31,12791,1
1,3,1677,67,55,1953361,34,4891,0
3,5,3522,210,476,2277881,83,4091,0
0,5,77,37,37,921200,20,14241,2
0,3,3034,44,35,841271,87,5074,2
0,1,2035,134,275,3760257,54,9089,2
2,5,1610,51,184,1597261,25,9109,2
1,5,107,94,13,1038763,15,9015,0
0,3,1571,197,320,3949602,38,14468,1
0,3,346,120,331,2817300,23,8784,1
1,1,2231,280,76,1179152,52,4467,0
0,5,3452,114,144,4205069,66,9027,2
3,1,2346,50,64,3524700,57,11547,0
1,1,3118,224,473,2108154,57,4685,1
1,3,2647,80,40,1833717,79,14637,0
1,5,951,65,83,1847398,52,2933,0
3,5,2014,245,28,2273660,35,5934,0
1,5,1148,290,165,478698,74,498,0
3,3,1727,114,346,3133196,14,3360,1
1,3,2931,171,165,531929,91,4635,1
2,3,1241,200,156,3573653,14,10147,1
0,3,820,18,494,3424496,99,12801,1
2,3,1576,69,96,3156694,33,8158,0
0,5,1428,234,29,2318574,52,4459,2
3,1,1298,197,278,2097852,1,15584,1
2,5,3785,79,342,2062838,34,7923,2
1,1,1604,296,52,2737563,19,11493,0
0,3,195,178,404,4690825,24,6101,1
0,1,2033,71,441,2857064,4,8626,2
2,5,1314,23,408,1054535,36,344,0
3,5,1957,173,410,2411098,77,1288,0
2,1,2990,254,447,1807129,58,15371,1
3,3,2441,17,315,1406313,32,13099,1
3,3,1822,163,37,2525462,9,8091,0
0,5,1108,45,476,3840757,80,2866,2
2,1,2799,57,269,4362502,67,1148,1
2,3,2098,94,31,4164121,20,14729,0
3,3,2069,37,479,4536484,74,1787,1
2,5,202,205,384,3687788,62,2239,2
1,3,2526,217,110,4112818,58,2815,1
1,1,557,213,48,2674383,22,1272,0
2,5,3247,113,299,332012,67,14280,2
2,5,540,239,362,678578,75,11484,2
3,1,3603,110,309,4820716,89,6599,1
1,5,394,38,179,4409355,48,12141,0
1,3,1985,136,305,551162,8,12565,1
0,3,1811,19,362,2753447,73,460,1
3,1,270,115,405,4720893,15,11241,1
0,3,1988,176,139,1369737,32,2995,1
1,1,1992,266,165,3364019,53,8152,1
3,1,772,286,83,3110848,67,4836,0
2,3,3146,74,351,4479903,4,9119,1
